index,Body Type,Color,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
1461,Sedan,Navy Blue,Used ,1600 cc," 147,000 KM",Sephia,Manual,2000,Kia,"67,000 EGP"
2135,Hatchback,Black,Used ,1500 cc," 999,999,999 KM",Colt,Manual,2000,Mitsubishi,"67,000 EGP"
3063,Hatchback,Silver,Used ,800 cc," 75,000 KM",Maruti,Manual,2013,Suzuki,"67,000 EGP"
3253,Hatchback,Gray,Used ,1600 cc," 220,000 KM",Pointer,Manual,2006,Volkswagen,"67,000 EGP"
218,SUV,Black,Used ,2000 cc, 130 KM,X1,Dual Clutch,2018,BMW,670 EGP
281,Cabriolet,Blue,Used ,2400 cc," 3,700 KM",FRV,Manual,2018,Brilliance,"670,000 EGP"
2021,SUV,Black,Used ,2000 cc," 130,000 KM",250,Automatic,2015,Mercedes,"670,000 EGP"
2091,Sedan,Black,Used ,1600 cc," 7,000 KM",Slr,Automatic,2015,Mercedes,"670,000 EGP"
181,Sedan,Black,Used ,2000 cc," 69,000 KM",528i,Dual Clutch,2015,BMW,"675,000 EGP"
219,SUV,Blue,Used ,2000 cc," 38,000 KM",X1,Automatic,2018,BMW,"675,000 EGP"
844,Sedan,NA, New ,2000 cc,0 KM,Fusion,Automatic,2021,Ford,"675,000 EGP"
2898,SUV,White,Used ,1400 cc," 20,000 KM",KODIAQ,Automatic,2020,Skoda,"675,000 EGP"
917,Sedan,NA, New ,1500 cc,0 KM,Accord,Automatic,2020,Honda,"679,000 EGP"
2653,Sedan,Gray,Used ,1400 cc," 230,000 KM",Clio,Automatic,2005,Renault,"68,000 EGP"
2852,Sedan,Silver,Used ,1400 cc," 200,000 KM",Fabia,Manual,2005,Skoda,"68,000 EGP"
2853,Sedan,Silver,Used ,1400 cc," 200,000 KM",Fabia,Manual,2005,Skoda,"68,000 EGP"
90,Sedan,NA,Used ,1500 cc, 121 KM,218i,Automatic,2021,BMW,"680,000 EGP"
1701,Sedan,NA, New ,1300 cc,0 KM,A180,Automatic,2021,Mercedes,"680,000 EGP"
1996,SUV,Gray,Used ,1600 cc," 18,000 KM",200,Automatic,2019,Mercedes,"680,000 EGP"
2175,Automatic,NA,Used ,NA," 132,000 KM",Pajero,3500 cc,2016,Mitsubishi,"680,000 EGP"
2607,SUV,White,Used ,2000 cc," 139,000 KM",Evoque,Automatic,2014,Range,"680,000 EGP"
3144,SUV,Black,Used ,4000 cc," 59,000 KM",Fortuner,Automatic,2016,Toyota,"680,000 EGP"
2406,SUV,NA, New ,1600 cc,0 KM,3008,Automatic,2021,Peugeot,"684,990 EGP"
2477,SUV,NA, New ,1600 cc,0 KM,5008,Automatic,2021,Peugeot,"684,990 EGP"
131,Sedan,Red,Used ,2000 cc," 70,000 KM",320i,Automatic,2019,BMW,"685,000 EGP"
2885,SUV,NA, New ,1400 cc,0 KM,KODIAQ,Automatic,2021,Skoda,"685,000 EGP"
480,Hatchback,Black,Used ,1000 cc," 149,000 KM",Spark,Manual,2009,Chevrolet,"69,000 EGP"
2957,Sedan,Black,Used ,1600 cc," 230,000 KM",A516,Manual,2009,Speranza,"69,000 EGP"
3231,Station,Silver,Used ,1600 cc," 224,000 KM",Parati,Manual,2004,Volkswagen,"69,000 EGP"
1882,Sedan,Black,Used ,1600 cc," 100,000 KM",180,Automatic,2016,Mercedes,"690,000 EGP"
1994,SUV,Black,Used ,1600 cc," 14,000 KM",200,Automatic,2019,Mercedes,"690,000 EGP"
2176,SUV,White,Used ,3800 cc," 99,999 KM",Pajero,Manual,2015,Mitsubishi,"690,000 EGP"
2177,Sedan,Factory Paint,Used ,3500 cc," 99,999 KM",Pajero,Automatic,2015,Mitsubishi,"690,000 EGP"
1702,Sedan,NA, New ,1300 cc,0 KM,A180,Automatic,2021,Mercedes,"695,000 EGP"
2891,SUV,White,Used ,1400 cc, 3 KM,KODIAQ,Automatic,2021,Skoda,"699,999 EGP"
2,Sedan,Black,Used ,2000 cc," 295,000 KM",156,Manual,2000,Alfa,"70,000 EGP"
553,Sedan,Gray,Used ,1600 cc," 200,000 KM",Zara,Automatic,2003,Citroen,"70,000 EGP"
583,Sedan,Blue,Used ,1500 cc," 200,000 KM",Lanos,Manual,2002,Daewoo,"70,000 EGP"
622,Sedan,Blue,Used ,1600 cc," 200,000 KM",Nubira,Manual,2008,Daewoo,"70,000 EGP"
731,Hatchback,Black,Used ,1300 cc," 127,000 KM",Palio,Manual,2006,Fiat,"70,000 EGP"
756,Sedan,White,Used ,1500 cc, 140 KM,Siena,Manual,2008,Fiat,"70,000 EGP"
1433,Sedan,Silver,Used ,1300 cc," 198,000 KM",Pride,Automatic,2001,Kia,"70,000 EGP"
1436,Sedan,Baby Blue,Used ,1300 cc, 118 KM,Pride,Automatic,2000,Kia,"70,000 EGP"
1457,Sedan,NA,Used ,1300 cc," 295,000 KM",II,Manual,2003,Kia,"70,000 EGP"
1464,Sedan,Champagne,Used ,1500 cc," 162,000 KM",Sephia,Manual,1999,Kia,"70,000 EGP"
1468,Sedan,Black,Used ,1600 cc, 0 KM,Shuma,Automatic,1999,Kia,"70,000 EGP"
1601,Hatchback,Gray,Used ,1600 cc," 150,000 KM",320,Manual,2011,Lifan,"70,000 EGP"
1602,Hatchback,Gray,Used ,1600 cc," 150,000 KM",320,Manual,2011,Lifan,"70,000 EGP"
2389,Hatchback,Navy Blue,Used ,1100 cc," 163,000 KM",206,Manual,2005,Peugeot,"70,000 EGP"
2454,Sedan,Dark Grey,Used ,1600 cc," 123,000 KM",405,Manual,2009,Peugeot,"70,000 EGP"
2648,Sedan,Red,Used ,1400 cc," 207,000 KM",Clio,Manual,2008,Renault,"70,000 EGP"
2649,Sedan,Champagne,Used ,1400 cc," 210,000 KM",Clio,Manual,2007,Renault,"70,000 EGP"
2650,Sedan,Champagne,Used ,1400 cc," 210,000 KM",Clio,Manual,2007,Renault,"70,000 EGP"
2652,Sedan,Champagne,Used ,1400 cc," 210,000 KM",Clio,Manual,2007,Renault,"70,000 EGP"
2656,Sedan,Black,Used ,1200 cc," 160,000 KM",Clio,Manual,2003,Renault,"70,000 EGP"
2940,Hatchback,Gray,Used ,1300 cc," 80,000 KM",A113,Manual,2012,Speranza,"70,000 EGP"
3050,Hatchback,Gray,Used ,1000 cc, 50 KM,Celerio,Manual,2011,Suzuki,"70,000 EGP"
133,Sedan,White,Used ,2000 cc," 60,000 KM",320i,Automatic,2019,BMW,"700,000 EGP"
134,Sedan,Navy Blue,Used ,2000 cc," 40,000 KM",320i,Automatic,2019,BMW,"700,000 EGP"
213,SUV,NA, New ,1500 cc,0 KM,X1,Dual Clutch,2021,BMW,"700,000 EGP"
228,SUV,NA, New ,1500 cc,0 KM,X2,Automatic,2020,BMW,"700,000 EGP"
250,Hatchback,Gray,Used ,1600 cc," 13,000 KM",i3,Automatic,2020,BMW,"700,000 EGP"
589,SUV,NA, New ,1600 cc,0 KM,Crossback,Automatic,2021,DS,"700,000 EGP"
948,SUV,Red,Used ,1500 cc," 10,300 KM",CRV,Automatic,2020,Honda,"700,000 EGP"
1703,Sedan,NA, New ,1300 cc,0 KM,A180,Automatic,2021,Mercedes,"700,000 EGP"
2926,Sedan,NA, New ,2000 cc,0 KM,Superb,Automatic,2021,Skoda,"700,000 EGP"
3143,SUV,White,Used ,2700 cc," 40,000 KM",Fortuner,Automatic,2018,Toyota,"700,000 EGP"
2892,SUV,Turquoise,Used ,1400 cc, 1 KM,KODIAQ,Automatic,2021,Skoda,"703,000 EGP"
2938,Hatchback,Red,Used ,1300 cc," 90,000 KM",A113,Manual,2013,Speranza,"71,000 EGP"
2956,Sedan,Silver,Used ,1600 cc," 140,000 KM",A516,Manual,2009,Speranza,"71,000 EGP"
3250,Hatchback,Factory Paint,Used ,1600 cc," 64,000 KM",Pointer,Manual,2007,Volkswagen,"71,000 EGP"
514,Hatchback,Baby Blue,Used ,1300 cc," 159,000 KM",C3,Manual,2003,Citroen,"71,500 EGP"
215,SUV,White,Used ,1500 cc," 32,000 KM",X1,Automatic,2020,BMW,"710,000 EGP"
1779,Coupe,Gray,Used ,1600 cc," 55,000 KM",Coupe,Automatic,2017,Mercedes,"710,000 EGP"
3293,SUV,NA, New ,2000 cc,0 KM,40,Automatic,2021,Volvo,"710,000 EGP"
135,Sedan,Gray,Used ,2000 cc," 80,000 KM",320i,Automatic,2018,BMW,"715,000 EGP"
2895,SUV,Red,Used ,1400 cc," 17,000 KM",KODIAQ,Automatic,2020,Skoda,"715,000 EGP"
478,Hatchback,Black,Used ,1000 cc," 162,000 KM",Spark,Manual,2010,Chevrolet,"72,000 EGP"
742,Hatchback,Blue,Used ,1300 cc," 94,000 KM",Punto,Manual,2009,Fiat,"72,000 EGP"
870,Sedan,Gold,Used ,1600 cc," 151,000 KM",Mondeo,Manual,2000,Ford,"72,000 EGP"
1458,Sedan,Gray,Used ,1300 cc," 161,319 KM",II,Manual,2003,Kia,"72,000 EGP"
2599,Sedan,Gold,Used ,1300 cc," 130,000 KM",Wira,Manual,2004,Proton,"72,000 EGP"
2933,SUV,Navy Blue,Used ,1300 cc," 61,000 KM",A113,Manual,2013,Speranza,"72,000 EGP"
2934,SUV,Navy Blue,Used ,1300 cc," 61,000 KM",A113,Manual,2013,Speranza,"72,000 EGP"
2937,SUV,Navy Blue,Used ,1300 cc," 61,000 KM",A113,Manual,2013,Speranza,"72,000 EGP"
2939,SUV,Navy Blue,Used ,1300 cc," 61,000 KM",A113,Manual,2013,Speranza,"72,000 EGP"
4,Sedan,NA, New ,2000 cc,0 KM,Giulia,Automatic,2021,Alfa,"720,000 EGP"
490,Station,Silver,Used ,3600 cc," 91,000 KM",Country,Automatic,2014,Chrysler,"720,000 EGP"
1733,Hatchback,NA, New ,1300 cc,0 KM,180,Automatic,2021,Mercedes,"720,000 EGP"
91,Sedan,Red,Used ,1500 cc," 17,000 KM",218i,Dual Clutch,2021,BMW,"725,000 EGP"
1734,Hatchback,NA, New ,1300 cc,0 KM,180,Automatic,2021,Mercedes,"725,000 EGP"
1894,Sedan,Black,Used ,1800 cc," 13,000 KM",250,Automatic,2010,Mercedes,"725,000 EGP"
2083,Sedan,Silver,Used ,5500 cc," 140,000 KM",S500,Automatic,2008,Mercedes,"725,000 EGP"
580,Sedan,Dark Grey,Used ,1600 cc," 290,000 KM",Lanos,Manual,2003,Daewoo,"73,000 EGP"
581,Sedan,Dark Grey,Used ,1600 cc," 290,000 KM",Lanos,Manual,2003,Daewoo,"73,000 EGP"
582,Sedan,Dark Grey,Used ,1600 cc," 290,000 KM",Lanos,Manual,2003,Daewoo,"73,000 EGP"
2391,Hatchback,NA,Used ,1400 cc," 200,000 KM",206,Manual,2001,Peugeot,"73,000 EGP"
2458,Sedan,Maroon,Used ,1600 cc," 156,200 KM",405,Manual,2004,Peugeot,"73,000 EGP"
2936,Hatchback,Dark Grey,Used ,1300 cc," 220,000 KM",A113,Manual,2013,Speranza,"73,000 EGP"
2941,Hatchback,Navy Blue,Used ,1300 cc, 120 KM,A113,Manual,2012,Speranza,"73,000 EGP"
2951,Sedan,Black,Used ,1600 cc," 105,000 KM",A516,Manual,2010,Speranza,"73,000 EGP"
92,Coupe,Black,Used ,1500 cc," 4,900 KM",218i,Dual Clutch,2021,BMW,"730,000 EGP"
1719,Sedan,White,Used ,1300 cc," 27,000 KM",A200,Automatic,2020,Mercedes,"730,000 EGP"
2886,SUV,NA, New ,1400 cc,0 KM,KODIAQ,Automatic,2021,Skoda,"730,000 EGP"
83,Sedan,Black,Used ,1500 cc," 1,000 KM",218,Automatic,2021,BMW,"735,000 EGP"
656,SUV,Black,Used ,1300 cc," 340,000 KM",Terios,Manual,1999,Daihatsu,"74,000 EGP"
2955,Sedan,NA,Used ,1600 cc," 238,000 KM",A516,Manual,2009,Speranza,"74,000 EGP"
2480,SUV,NA, New ,1600 cc,0 KM,5008,Automatic,2021,Peugeot,"744,990 EGP"
1474,SUV,NA, New ,3500 cc,0 KM,Sorento,Automatic,2020,Kia,"749,900 EGP"
294,Hatchback,Gold,Used ,1000 cc," 70,000 KM",F0,Manual,2013,BYD,"75,000 EGP"
318,Sedan,Black,Used ,2000 cc," 285,655 KM",Galena,Automatic,2008,Brilliance,"75,000 EGP"
372,Sedan,Gold,Used ,1500 cc," 170,000 KM",Envy,Manual,2017,Cherry,"75,000 EGP"
376,Sedan,Gold,Used ,1500 cc," 168,000 KM",Envy,Manual,2017,Cherry,"75,000 EGP"
565,Hatchback,Green,Used ,1500 cc," 9,999 KM",Juliet,Automatic,1999,Daewoo,"75,000 EGP"
568,Hatchback,Blue,Used ,1600 cc," 230,000 KM",Juliet,Manual,1999,Daewoo,"75,000 EGP"
620,Sedan,Factory Paint,Used ,1600 cc," 150,000 KM",Nubira,Manual,2009,Daewoo,"75,000 EGP"
627,Sedan,Gold,Used ,1600 cc," 99,000 KM",Nubira,Manual,2007,Daewoo,"75,000 EGP"
901,Hatchback,Red,Used ,1400 cc," 127,000 KM",Pandino,Manual,2015,Geely,"75,000 EGP"
902,Hatchback,White,Used ,1400 cc," 54,000 KM",Pandino,Automatic,2014,Geely,"75,000 EGP"
1459,Sedan,Silver,Used ,1600 cc," 148,000 KM",Sephia,Automatic,2001,Kia,"75,000 EGP"
1460,Sedan,In Warranty,Used ,1500 cc, 266 KM,Sephia,Automatic,2000,Kia,"75,000 EGP"
1462,Sedan,Green,Used ,1600 cc," 200,000 KM",Sephia,Automatic,1999,Kia,"75,000 EGP"
1501,Sedan,Maroon,Used ,1600 cc," 290,000 KM",Spectra,Manual,2005,Kia,"75,000 EGP"
1503,Sedan,Gold,Used ,1600 cc," 145,000 KM",Spectra,Automatic,2004,Kia,"75,000 EGP"
2320,Sedan,Baby Blue,Used ,1600 cc," 200,000 KM",Corsa,Manual,2004,Opel,"75,000 EGP"
2392,Hatchback,Silver,Used ,1200 cc," 100,000 KM",206,Manual,2001,Peugeot,"75,000 EGP"
2393,Hatchback,Maroon,Used ,1400 cc," 70,000 KM",206,Automatic,2001,Peugeot,"75,000 EGP"
2591,Sedan,Red,Used ,1300 cc," 125,000 KM",Saga,Manual,2011,Proton,"75,000 EGP"
2942,Hatchback,Gray,Used ,1300 cc," 85,000 KM",A113,Manual,2011,Speranza,"75,000 EGP"
2943,Hatchback,Black,Used ,1300 cc," 115,000 KM",A113,Manual,2011,Speranza,"75,000 EGP"
2947,Sedan,Silver,Used ,1600 cc," 147,000 KM",A516,Manual,2011,Speranza,"75,000 EGP"
2981,Sedan,Gray,Used ,1600 cc," 260,000 KM",M11,Manual,2010,Speranza,"75,000 EGP"
3095,Van,White,Used ,1300 cc," 50,000 KM",Van,Manual,2014,Suzuki,"75,000 EGP"
3313,SUV,Silver,Used ,1300 cc," 126,000 KM",Xplosion,Manual,2008,Zotye,"75,000 EGP"
88,Sedan,NA, New ,1500 cc,0 KM,218i,Dual Clutch,2021,BMW,"750,000 EGP"
129,Sedan,White,Used ,2000 cc," 37,000 KM",320i,Automatic,2019,BMW,"750,000 EGP"
145,Sedan,NA, New ,1500 cc,0 KM,418i,Automatic,2020,BMW,"750,000 EGP"
204,Sedan,Gray,Used ,5000 cc," 100,000 KM",LI,Automatic,2013,BMW,"750,000 EGP"
240,Hatchback,Silver,Used ,2000 cc," 104,000 KM",X3,Automatic,2018,BMW,"750,000 EGP"
241,SUV,White,Used ,2000 cc," 90,000 KM",X3,Automatic,2018,BMW,"750,000 EGP"
1329,SUV,Silver,Used ,5700 cc," 141,000 KM",Cherokee,Automatic,2018,Jeep,"750,000 EGP"
1891,Sedan,Navy Blue,Used ,1800 cc," 16,000 KM",250,Automatic,2011,Mercedes,"750,000 EGP"
1892,Sedan,NA,Used ,2000 cc," 53,000 KM",250,Automatic,2011,Mercedes,"750,000 EGP"
2022,SUV,Gray,Used ,2000 cc," 56,000 KM",250,Automatic,2015,Mercedes,"750,000 EGP"
2081,Sedan,Black,Used ,5500 cc," 135,000 KM",S500,Automatic,2009,Mercedes,"750,000 EGP"
2124,SUV,NA, New ,2000 cc,0 KM,S,Automatic,2021,Mini,"750,000 EGP"
579,Sedan,Green,Used ,1500 cc," 200,000 KM",Lanos,Manual,2004,Daewoo,"76,000 EGP"
2472,Sedan,White,Used ,1800 cc," 81,000 KM",406,Manual,1999,Peugeot,"76,000 EGP"
84,Sedan,In Warranty,Used ,1500 cc, 10 KM,218,Automatic,2021,BMW,"760,000 EGP"
93,Sedan,White,Used ,1500 cc, 11 KM,218i,Dual Clutch,2021,BMW,"760,000 EGP"
590,SUV,NA, New ,1600 cc,0 KM,Crossback,Automatic,2021,DS,"760,000 EGP"
1712,Sedan,Black,Used ,1300 cc," 34,000 KM",A200,Automatic,2020,Mercedes,"760,000 EGP"
1713,Sedan,Black,Used ,1300 cc," 34,000 KM",A200,Automatic,2020,Mercedes,"760,000 EGP"
1717,Sedan,Black,Used ,1300 cc," 34,000 KM",A200,Automatic,2020,Mercedes,"760,000 EGP"
2887,SUV,NA, New ,1400 cc,0 KM,KODIAQ,Automatic,2021,Skoda,"765,000 EGP"
284,Hatchback,Navy Blue,Used ,1600 cc," 196,000 KM",FRV,Manual,2009,Brilliance,"77,000 EGP"
295,Hatchback,Gold,Used ,1000 cc," 70,300 KM",F0,Manual,2013,BYD,"77,000 EGP"
576,Sedan,Baby Blue,Used ,1500 cc," 160,000 KM",Lanos,Manual,2006,Daewoo,"77,000 EGP"
1019,Hatchback,Black,Used ,1100 cc," 106,000 KM",Atos,Manual,2008,Hyundai,"77,000 EGP"
2463,Sedan,Maroon,Used ,2000 cc," 203,000 KM",405,Automatic,1999,Peugeot,"77,000 EGP"
2647,Sedan,Black,Used ,1400 cc," 240,000 KM",Clio,Manual,2008,Renault,"77,000 EGP"
85,Sedan,Red,Used ,1500 cc, 10 KM,218,Automatic,2021,BMW,"770,000 EGP"
89,Sedan,Turquoise,Used ,1500 cc, 10 KM,218i,Automatic,2021,BMW,"770,000 EGP"
1992,SUV,White,Used ,1600 cc," 15,000 KM",200,Automatic,2020,Mercedes,"770,000 EGP"
1993,SUV,White,Used ,1600 cc," 10,000 KM",200,Automatic,2020,Mercedes,"770,000 EGP"
2023,SUV,Gray,Used ,2000 cc," 55,000 KM",250,Automatic,2015,Mercedes,"770,000 EGP"
1296,Sedan,White,Used ,2500 cc," 17,000 KM",XE,Automatic,2017,Jaguar,"771,000 EGP"
1809,Sedan,Black,Used ,1500 cc," 55,000 KM",C200,Automatic,2019,Mercedes,"775,000 EGP"
3140,SUV,NA, New ,2700 cc,0 KM,Fortuner,Automatic,2022,Toyota,"775,000 EGP"
44,Sedan,Silver,Used ,1800 cc," 200,000 KM",A4,Automatic,1992,Audi,"78,000 EGP"
285,Hatchback,Green,Used ,1600 cc," 237,000 KM",FRV,Manual,2009,Brilliance,"78,000 EGP"
291,Sedan,Black,Used ,1500 cc," 75,000 KM",FSV,Manual,2011,Brilliance,"78,000 EGP"
618,Sedan,Blue,Used ,1600 cc," 180,000 KM",Nubira,Manual,2009,Daewoo,"78,000 EGP"
741,Hatchback,Silver,Used ,1200 cc," 156,000 KM",Punto,Manual,2009,Fiat,"78,000 EGP"
1679,Sedan,NA,Used ,1800 cc," 295,000 KM",323,Manual,1998,Mazda,"78,000 EGP"
2321,Sedan,Gray,Used ,1600 cc," 136,000 KM",Corsa,Manual,2004,Opel,"78,000 EGP"
2390,Hatchback,Baby Blue,Used ,1100 cc," 143,000 KM",206,Manual,2005,Peugeot,"78,000 EGP"
2935,Hatchback,Maroon,Used ,1300 cc," 100,000 KM",A113,Manual,2013,Speranza,"78,000 EGP"
2944,Hatchback,Silver,Used ,1300 cc," 57,700 KM",A113,Manual,2011,Speranza,"78,000 EGP"
243,SUV,Blue,Used ,3000 cc," 40,000 KM",X3,Automatic,2017,BMW,"780,000 EGP"
1714,Sedan,Bronze,Used ,1300 cc, 100 KM,A200,Automatic,2020,Mercedes,"780,000 EGP"
1810,Sedan,In Warranty,Used ,1500 cc," 25,000 KM",C200,Automatic,2019,Mercedes,"780,000 EGP"
2888,SUV,NA, New ,1400 cc,0 KM,KODIAQ,Automatic,2021,Skoda,"780,000 EGP"
1837,Sedan,Black,Used ,1300 cc," 4,000 KM",180,Automatic,2021,Mercedes,"785,000 EGP"
630,Hatchback,Pink,Used ,1000 cc," 35,000 KM",Charade,Manual,2004,Daihatsu,"79,000 EGP"
3228,Hatchback,Navy Blue,Used ,1600 cc," 120,000 KM",Parati,Manual,2006,Volkswagen,"79,000 EGP"
3229,Hatchback,Navy Blue,Used ,1600 cc," 120,000 KM",Parati,Manual,2006,Volkswagen,"79,000 EGP"
3230,Hatchback,Navy Blue,Used ,1600 cc," 120,000 KM",Parati,Manual,2006,Volkswagen,"79,000 EGP"
1952,Sedan,Brown,Used ,3000 cc," 15,000 KM",E300,Automatic,2010,Mercedes,"790,000 EGP"
55,SUV,NA, New ,1400 cc,0 KM,Q3,Automatic,2021,Audi,"795,000 EGP"
1834,Sedan,NA, New ,1300 cc,0 KM,180,Automatic,2021,Mercedes,"795,000 EGP"
320,Sedan,Black,Used ,1600 cc, 127 KM,Splendor,Manual,2009,Brilliance,"80,000 EGP"
352,Hatchback,Gray,Used ,1600 cc," 139,000 KM",M50s,Manual,2010,Changhe,"80,000 EGP"
476,Hatchback,Red,Used ,1000 cc," 76,800 KM",Spark,Manual,2011,Chevrolet,"80,000 EGP"
479,Hatchback,Red,Used ,800 cc," 82,000 KM",Spark,Manual,2010,Chevrolet,"80,000 EGP"
481,Hatchback,Blue,Used ,1000 cc," 86,000 KM",Spark,Manual,2009,Chevrolet,"80,000 EGP"
566,Hatchback,Blue,Used ,1500 cc," 200,000 KM",Juliet,Manual,1999,Daewoo,"80,000 EGP"
567,Hatchback,Blue,Used ,1600 cc," 15,000 KM",Juliet,Manual,1999,Daewoo,"80,000 EGP"
575,Sedan,NA,Used ,1500 cc," 165,000 KM",Lanos,Manual,2006,Daewoo,"80,000 EGP"
601,Sedan,Black,Used ,1500 cc," 155,000 KM",II,Manual,2007,Daewoo,"80,000 EGP"
602,Sedan,Beige,Used ,1500 cc," 270,000 KM",II,Manual,2007,Daewoo,"80,000 EGP"
2171,Sedan,Red,Used ,1500 cc," 200,000 KM",Mirage,Automatic,1999,Mitsubishi,"80,000 EGP"
2319,Sedan,Silver,Used ,1600 cc," 200,000 KM",Corsa,Manual,2005,Opel,"80,000 EGP"
2746,Sedan,NA,Used ,1600 cc," 200,000 KM",II,Manual,2006,Renault,"80,000 EGP"
2854,Sedan,Red,Used ,1400 cc," 200,000 KM",Fabia,Automatic,2005,Skoda,"80,000 EGP"
2946,Sedan,Beige,Used ,1600 cc," 220,000 KM",A516,Manual,2012,Speranza,"80,000 EGP"
2948,Sedan,Black,Used ,1600 cc," 194,000 KM",A516,Automatic,2011,Speranza,"80,000 EGP"
2952,Sedan,Gray,Used ,1600 cc," 100,000 KM",A516,Manual,2010,Speranza,"80,000 EGP"
2979,Sedan,Bronze,Used ,1600 cc, 0 KM,M11,Manual,2012,Speranza,"80,000 EGP"
2980,Sedan,Black,Used ,1600 cc," 194,000 KM",M11,Manual,2011,Speranza,"80,000 EGP"
3051,Hatchback,NA,Used ,1000 cc," 1,110,000 KM",Celerio,Manual,2011,Suzuki,"80,000 EGP"
127,Sedan,Black,Used ,2000 cc," 37,000 KM",320i,Automatic,2020,BMW,"800,000 EGP"
159,Sedan,Gray,Used ,2000 cc," 45,000 KM",520i,Automatic,2017,BMW,"800,000 EGP"
214,SUV,NA, New ,1500 cc,0 KM,X1,Dual Clutch,2021,BMW,"800,000 EGP"
659,Sedan,Red,Used ,2500 cc," 80,000 KM",Ram,Manual,2010,Dodge,"800,000 EGP"
1715,Sedan,Black,Used ,1300 cc, 7 KM,A200,Automatic,2020,Mercedes,"800,000 EGP"
1812,Sedan,Gray,Used ,1500 cc," 40,800 KM",C200,Automatic,2019,Mercedes,"800,000 EGP"
1854,Sedan,White,Used ,1300 cc," 30,000 KM",200,Automatic,2020,Mercedes,"800,000 EGP"
2085,Sedan,Black,Used ,5500 cc," 65,000 KM",S500,Automatic,2007,Mercedes,"800,000 EGP"
1709,Sedan,Gray,Used ,1300 cc," 9,200 KM",A200,Automatic,2021,Mercedes,"805,000 EGP"
1794,Sedan,Silver,Used ,1500 cc," 8,500 KM",C180,Automatic,2020,Mercedes,"805,000 EGP"
1835,Sedan,NA, New ,1300 cc,0 KM,180,Automatic,2021,Mercedes,"810,000 EGP"
3294,SUV,NA, New ,2000 cc,0 KM,40,Automatic,2021,Volvo,"810,000 EGP"
1705,Sedan,NA, New ,1300 cc,0 KM,A200,Automatic,2021,Mercedes,"814,000 EGP"
247,SUV,Gray,Used ,3000 cc," 80,000 KM",X4,Automatic,2016,BMW,"815,000 EGP"
1836,Sedan,NA, New ,1300 cc,0 KM,180,Automatic,2021,Mercedes,"815,000 EGP"
1706,Sedan,NA, New ,1300 cc,0 KM,A200,Automatic,2021,Mercedes,"819,000 EGP"
563,Hatchback,Red,Used ,1500 cc," 245,000 KM",Juliet,Manual,2002,Daewoo,"82,000 EGP"
740,Hatchback,Gold,Used ,1500 cc," 176,000 KM",Punto,Manual,2010,Fiat,"82,000 EGP"
743,Hatchback,Red,Used ,1300 cc," 230,000 KM",Punto,Manual,2009,Fiat,"82,000 EGP"
2654,Sedan,Factory Paint,Used ,1400 cc," 145,000 KM",Clio,Automatic,2005,Renault,"82,000 EGP"
3254,Hatchback,Gray,Used ,1600 cc," 150,000 KM",Pointer,Manual,2006,Volkswagen,"82,000 EGP"
5,Sedan,NA, New ,2000 cc,0 KM,Giulia,Automatic,2021,Alfa,"820,000 EGP"
36,Sedan,NA, New ,2000 cc,0 KM,A4,Automatic,2021,Audi,"820,000 EGP"
1790,Sedan,Gray,Used ,1500 cc," 3,000 KM",C180,Automatic,2020,Mercedes,"820,000 EGP"
1795,Sedan,Gray,Used ,1500 cc," 5,000 KM",C180,Automatic,2020,Mercedes,"820,000 EGP"
1981,SUV,Black,Used ,4700 cc, 107 KM,500,Automatic,2011,Mercedes,"820,000 EGP"
158,Sedan,White,Used ,1600 cc," 68,000 KM",520i,Automatic,2018,BMW,"825,000 EGP"
190,Sedan,Black,Used ,3000 cc," 88,000 KM",740,Automatic,2015,BMW,"825,000 EGP"
248,SUV,Black,Used ,3000 cc," 71,000 KM",X4,Automatic,2016,BMW,"825,000 EGP"
1331,Hatchback,Black,Used ,5700 cc," 103,000 KM",Cherokee,Automatic,2018,Jeep,"825,000 EGP"
1332,SUV,Gold,Used ,5700 cc," 75,000 KM",Cherokee,Automatic,2018,Jeep,"825,000 EGP"
1335,SUV,Maroon,Used ,5700 cc," 108,000 KM",Cherokee,Automatic,2018,Jeep,"825,000 EGP"
1802,Sedan,Gray,Used ,1500 cc," 12,000 KM",C200,Automatic,2020,Mercedes,"825,000 EGP"
1813,Cabriolet,Maroon,Used ,1500 cc," 32,000 KM",C200,Automatic,2019,Mercedes,"825,000 EGP"
3296,SUV,Maroon,Used ,2000 cc, 10 KM,40,Automatic,2021,Volvo,"825,000 EGP"
598,Sedan,Maroon,Used ,1500 cc," 87,000 KM",II,Manual,2009,Daewoo,"83,000 EGP"
2455,Sedan,Silver,Used ,1600 cc," 34,000 KM",405,Manual,2007,Peugeot,"83,000 EGP"
2594,Sedan,Gray,Used ,1600 cc," 90,000 KM",Waja,Manual,2009,Proton,"83,000 EGP"
3136,Hatchback,Silver,Used ,1000 cc," 112,000 KM",Echo,Manual,2003,Toyota,"83,000 EGP"
3137,Hatchback,Gray,Used ,1000 cc," 112,000 KM",Echo,Manual,2003,Toyota,"83,000 EGP"
150,Sedan,White,Used ,2000 cc," 50,000 KM",520i,Automatic,2019,BMW,"830,000 EGP"
